EventType,MR.GsmNcellBcc,MR.GsmNcellBcch,MR.GsmNcellCarrierRSSI,MR.GsmNcellNcc,MR.LteNcEarfcn,MR.LteNcPci,MR.LteNcRSRP,MR.LteNcRSRQ,MR.LteScCgi,MR.LteScEarfcn,MR.LteScPci,MR.LteScRSRP,MR.LteScRSRQ,MR.UtraCarrierRSSI,MR.UtraCellParameterId,MR.UtraCpichEcNo,MR.UtraCpichRSCP,MmeCode,MmeGroupId,MmeUeS1apId,TimeStamp,endTime,fileFormatVersion,id,jobid,period,reportTime,startTime
A3,NIL,NIL,NIL,NIL,1650,349,60,4,46000077256611,19650,350,60,5,NIL,NIL,NIL,NIL,194,39424,167835261,2017-11-06T01:15:11.254,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,3,46000077256611,19650,350,39,1,NIL,NIL,NIL,NIL,194,39424,352331364,2017-11-06T01:15:11.293,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,7,46000077256611,19650,350,52,7,NIL,NIL,NIL,NIL,194,39424,352341019,2017-11-06T01:15:11.339,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,1,46000077256611,19650,350,54,10,NIL,NIL,NIL,NIL,210,39424,167830552,2017-11-06T01:15:11.535,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,40,4,46000077256611,19650,350,42,7,NIL,NIL,NIL,NIL,194,39424,469811377,2017-11-06T01:15:11.650,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,10,46000077256611,19650,350,52,8,NIL,NIL,NIL,NIL,194,39424,469820941,2017-11-06T01:15:11.997,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,6,46000077256611,19650,350,56,11,NIL,NIL,NIL,NIL,194,39424,436224881,2017-11-06T01:15:12.078,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,60,8,46000077256611,19650,350,60,10,NIL,NIL,NIL,NIL,194,39424,7185,2017-11-06T01:15:12.108,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,7,46000077256611,19650,350,40,4,NIL,NIL,NIL,NIL,194,39424,7187,2017-11-06T01:15:12.191,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,40,5,46000077256611,19650,350,42,11,NIL,NIL,NIL,NIL,198,39424,469811793,2017-11-06T01:15:12.501,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,4,46000077256611,19650,350,55,11,NIL,NIL,NIL,NIL,194,39424,7188,2017-11-06T01:15:12.664,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,11,46000077256611,19650,350,53,13,NIL,NIL,NIL,NIL,194,39424,352323368,2017-11-06T01:15:12.945,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,60,10,46000077256611,19650,350,61,11,NIL,NIL,NIL,NIL,194,39424,167776918,2017-11-06T01:15:13.027,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,10,46000077256611,19650,350,57,14,NIL,NIL,NIL,NIL,194,39424,436264108,2017-11-06T01:15:13.028,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,9,46000077256611,19650,350,40,6,NIL,NIL,NIL,NIL,194,39424,352344785,2017-11-06T01:15:13.137,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,15,46000077256611,19650,350,52,13,NIL,NIL,NIL,NIL,194,39424,469834957,2017-11-06T01:15:13.249,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,40,6,46000077256611,19650,350,43,11,NIL,NIL,NIL,NIL,194,39424,469766926,2017-11-06T01:15:13.351,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,60,5,46000077256611,19650,350,60,5,NIL,NIL,NIL,NIL,194,39424,167807769,2017-11-06T01:15:13.896,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,5,46000077256611,19650,350,56,5,NIL,NIL,NIL,NIL,194,39424,436210209,2017-11-06T01:15:13.977,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,5,46000077256611,19650,350,40,1,NIL,NIL,NIL,NIL,194,39424,352338399,2017-11-06T01:15:14.102,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,40,7,46000077256611,19650,350,42,9,NIL,NIL,NIL,NIL,194,39424,469763257,2017-11-06T01:15:14.232,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,54,2,46000077256611,19650,350,56,11,NIL,NIL,NIL,NIL,194,39424,167794348,2017-11-06T01:15:14.392,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,9,46000077256611,19650,350,52,11,NIL,NIL,NIL,NIL,194,39424,352361736,2017-11-06T01:15:14.581,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,10,46000077256611,19650,350,53,12,NIL,NIL,NIL,NIL,194,39424,469779618,2017-11-06T01:15:14.584,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,60,6,46000077256611,19650,350,60,7,NIL,NIL,NIL,NIL,194,39424,167794789,2017-11-06T01:15:14.765,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,4,46000077256611,19650,350,56,7,NIL,NIL,NIL,NIL,194,39424,436219175,2017-11-06T01:15:14.906,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,4,46000077256611,19650,350,39,2,NIL,NIL,NIL,NIL,194,39424,352368439,2017-11-06T01:15:15.014,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,304,59,9,46000077256611,19650,350,61,8,NIL,NIL,NIL,NIL,194,39424,469772800,2017-11-06T01:15:15.193,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,6,46000077256611,19650,350,42,6,NIL,NIL,NIL,NIL,194,39424,469782093,2017-11-06T01:15:15.275,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,1,46000077256611,19650,350,56,9,NIL,NIL,NIL,NIL,194,39424,167778793,2017-11-06T01:15:15.350,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,60,5,46000077256611,19650,350,60,6,NIL,NIL,NIL,NIL,194,39424,167777180,2017-11-06T01:15:15.633,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,9,46000077256611,19650,350,52,9,NIL,NIL,NIL,NIL,194,39424,469825764,2017-11-06T01:15:15.814,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,4,46000077256611,19650,350,56,7,NIL,NIL,NIL,NIL,194,39424,436218276,2017-11-06T01:15:15.856,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,4,46000077256611,19650,350,39,2,NIL,NIL,NIL,NIL,194,39424,352363809,2017-11-06T01:15:15.996,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,5,46000077256611,19650,350,52,8,NIL,NIL,NIL,NIL,194,39424,352331105,2017-11-06T01:15:16.195,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,54,0,46000077256611,19650,350,56,9,NIL,NIL,NIL,NIL,194,39424,167811627,2017-11-06T01:15:16.286,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,40,2,46000077256611,19650,350,42,5,NIL,NIL,NIL,NIL,194,39424,469780982,2017-11-06T01:15:16.301,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,4,46000077256611,19650,350,60,4,NIL,NIL,NIL,NIL,194,39424,167775699,2017-11-06T01:15:16.500,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,4,46000077256611,19650,350,56,7,NIL,NIL,NIL,NIL,194,39424,436246266,2017-11-06T01:15:16.802,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,5,46000077256611,19650,350,39,4,NIL,NIL,NIL,NIL,194,39424,352363539,2017-11-06T01:15:16.918,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,9,46000077256611,19650,350,53,10,NIL,NIL,NIL,NIL,194,39424,469779289,2017-11-06T01:15:17.084,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,0,46000077256611,19650,350,56,9,NIL,NIL,NIL,NIL,198,39424,167820089,2017-11-06T01:15:17.286,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,40,4,46000077256611,19650,350,42,6,NIL,NIL,NIL,NIL,210,39424,469767894,2017-11-06T01:15:17.301,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,60,4,46000077256611,19650,350,60,5,NIL,NIL,NIL,NIL,198,39424,167782539,2017-11-06T01:15:17.368,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,4,46000077256611,19650,350,56,8,NIL,NIL,NIL,NIL,194,39424,436246037,2017-11-06T01:15:17.731,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,40,4,46000077256611,19650,350,42,7,NIL,NIL,NIL,NIL,194,39424,469803979,2017-11-06T01:15:18.142,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,5,46000077256611,19650,350,39,2,NIL,NIL,NIL,NIL,194,39424,352371270,2017-11-06T01:15:18.175,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,5,46000077256611,19650,350,52,9,NIL,NIL,NIL,NIL,194,39424,352365443,2017-11-06T01:15:18.210,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,6,46000077256611,19650,350,60,7,NIL,NIL,NIL,NIL,194,39424,167818069,2017-11-06T01:15:18.235,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,9,46000077256611,19650,350,52,10,NIL,NIL,NIL,NIL,194,39424,469789762,2017-11-06T01:15:18.354,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,2,46000077256611,19650,350,55,11,NIL,NIL,NIL,NIL,194,39424,167798549,2017-11-06T01:15:18.652,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,5,46000077256611,19650,350,56,9,NIL,NIL,NIL,NIL,194,39424,436244727,2017-11-06T01:15:18.676,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,40,6,46000077256611,19650,350,42,8,NIL,NIL,NIL,NIL,206,39424,469775545,2017-11-06T01:15:18.980,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,6,46000077256611,19650,350,39,3,NIL,NIL,NIL,NIL,194,39424,352381841,2017-11-06T01:15:19.077,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,7,46000077256611,19650,350,60,8,NIL,NIL,NIL,NIL,194,39424,167797720,2017-11-06T01:15:19.099,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,10,46000077256611,19650,350,52,9,NIL,NIL,NIL,NIL,210,39424,469820991,2017-11-06T01:15:19.580,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,4,46000077256611,19650,350,56,9,NIL,NIL,NIL,NIL,194,39424,436268904,2017-11-06T01:15:19.624,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,49,8,46000077256611,19650,350,52,10,NIL,NIL,NIL,NIL,194,39424,352351139,2017-11-06T01:15:19.801,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,0,46000077256611,19650,350,55,9,NIL,NIL,NIL,NIL,194,39424,167801001,2017-11-06T01:15:19.903,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,40,5,46000077256611,19650,350,42,7,NIL,NIL,NIL,NIL,194,39424,469805931,2017-11-06T01:15:19.949,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,5,46000077256611,19650,350,39,3,NIL,NIL,NIL,NIL,194,39424,352374103,2017-11-06T01:15:19.961,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,60,5,46000077256611,19650,350,60,6,NIL,NIL,NIL,NIL,194,39424,167803450,2017-11-06T01:15:19.967,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,5,46000077256611,19650,350,56,8,NIL,NIL,NIL,NIL,194,39424,436223936,2017-11-06T01:15:20.571,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,6,46000077256611,19650,350,42,6,NIL,NIL,NIL,NIL,194,39424,469829974,2017-11-06T01:15:20.792,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,60,5,46000077256611,19650,350,60,5,NIL,NIL,NIL,NIL,194,39424,167786385,2017-11-06T01:15:20.817,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,4,46000077256611,19650,350,40,2,NIL,NIL,NIL,NIL,194,39424,352347883,2017-11-06T01:15:20.839,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,51,7,46000077256611,19650,350,51,8,NIL,NIL,NIL,NIL,194,39424,469840484,2017-11-06T01:15:20.892,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,2,46000077256611,19650,350,56,11,NIL,NIL,NIL,NIL,198,39424,167819202,2017-11-06T01:15:21.134,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,4,46000077256611,19650,350,56,9,NIL,NIL,NIL,NIL,194,39424,436242367,2017-11-06T01:15:21.500,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,6,46000077256611,19650,350,60,8,NIL,NIL,NIL,NIL,194,39424,167804165,2017-11-06T01:15:21.681,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,54,4,46000077256611,19650,350,55,8,NIL,NIL,NIL,NIL,194,39424,7099,2017-11-06T01:15:21.690,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,4,46000077256611,19650,350,40,2,NIL,NIL,NIL,NIL,194,39424,352361972,2017-11-06T01:15:21.737,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,48,3,46000077256611,19650,350,46,7,NIL,NIL,NIL,NIL,194,39424,469811585,2017-11-06T01:15:21.794,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,304,59,4,46000077256611,19650,350,61,9,NIL,NIL,NIL,NIL,194,39424,469841143,2017-11-06T01:15:21.805,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,8,46000077256611,19650,350,52,7,NIL,NIL,NIL,NIL,194,39424,7269,2017-11-06T01:15:22.134,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,1,46000077256611,19650,350,56,9,NIL,NIL,NIL,NIL,194,39424,7270,2017-11-06T01:15:22.187,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,8,46000077256611,19650,350,53,8,NIL,NIL,NIL,NIL,194,39424,7261,2017-11-06T01:15:22.198,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,6,46000077256611,19650,350,56,11,NIL,NIL,NIL,NIL,194,39424,436225776,2017-11-06T01:15:22.529,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,7,46000077256611,19650,350,60,11,NIL,NIL,NIL,NIL,194,39424,167799218,2017-11-06T01:15:22.558,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,5,46000077256611,19650,350,58,9,NIL,NIL,NIL,NIL,194,39424,436209013,2017-11-06T01:15:22.571,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,40,5,46000077256611,19650,350,39,4,NIL,NIL,NIL,NIL,194,39424,352346411,2017-11-06T01:15:22.659,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,49,8,46000077256611,19650,350,45,8,NIL,NIL,NIL,NIL,194,39424,469810309,2017-11-06T01:15:22.674,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,304,59,8,46000077256611,19650,350,61,11,NIL,NIL,NIL,NIL,210,39424,469801792,2017-11-06T01:15:23.015,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,54,5,46000077256611,19650,350,55,10,NIL,NIL,NIL,NIL,194,39424,167812005,2017-11-06T01:15:23.133,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,52,10,46000077256611,19650,350,51,9,NIL,NIL,NIL,NIL,194,39424,469772694,2017-11-06T01:15:23.401,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,56,7,46000077256611,19650,350,56,9,NIL,NIL,NIL,NIL,194,39424,436246730,2017-11-06T01:15:23.403,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,7,46000077256611,19650,350,60,9,NIL,NIL,NIL,NIL,194,39424,167835149,2017-11-06T01:15:23.424,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,41,6,46000077256611,19650,350,39,4,NIL,NIL,NIL,NIL,194,39424,352322084,2017-11-06T01:15:23.534,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,45,8,46000077256611,19650,350,45,7,NIL,NIL,NIL,NIL,210,39424,469808955,2017-11-06T01:15:23.636,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,50,11,46000077256611,19650,350,52,9,NIL,NIL,NIL,NIL,194,39424,352361244,2017-11-06T01:15:23.805,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,53,2,46000077256611,19650,350,55,10,NIL,NIL,NIL,NIL,194,39424,167775443,2017-11-06T01:15:24.130,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,59,6,46000077256611,19650,350,60,8,NIL,NIL,NIL,NIL,194,39424,167778670,2017-11-06T01:15:24.293,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,55,5,46000077256611,19650,350,56,10,NIL,NIL,NIL,NIL,194,39424,436224006,2017-11-06T01:15:24.332,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,40,5,46000077256611,19650,350,39,4,NIL,NIL,NIL,NIL,194,39424,352362801,2017-11-06T01:15:24.466,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
A3,NIL,NIL,NIL,NIL,1650,349,47,6,46000077256611,19650,350,46,10,NIL,NIL,NIL,NIL,194,39424,469790552,2017-11-06T01:15:24.477,2017-11-06T01:30:00.000,V2.0.0,197776907,0,15,2017-11-06T01:30:00.000,2017-11-06T01:15:00.000
